slno,id,ward,wodetails,contractor,brnumber,amount,nett,deduction
1579,489928,1,001-21-000020</a>Development and Widening of Road from National Highway to Railway line via Nitte Meenakshi College Road till BBMP Limits,SLP INFRA ENGINEERS [phone removed],BR - 000150 / 04-Jan-2022CBR - / Rtgs - 001635 / 28-May-2025,29208700,27493055,1715645
1580,720239,6,006-22-000007</a>Annual Maintenance and repairs of street lights in ward no 06 Package Y -06 of Yelahanka Zone,PRADEEP KUMAR S N PR[phone removed],BR - 000001 / 28-Apr-2025CBR - / Rtgs - 001636 / 28-May-2025,1176057,1095816,80241
1581,720416,7,007-22-000007</a>Annual Maintenance and repairs of street lights in ward no 07 Package Y -07 of Yelahanka Zone,ANVITHINFRA[phone removed],BR - 000002 / 28-Apr-2025CBR - / Rtgs - 001637 / 28-May-2025,851567,795120,56447
1582,721374,6,006-22-000007</a>Annual Maintenance and repairs of street lights in ward no 06 Package Y -06 of Yelahanka Zone,PRADEEP KUMAR S N PR[phone removed],BR - 000032 / 29-Apr-2025CBR - / Rtgs - 001638 / 28-May-2025,588029,547660,40369
1583,721396,7,007-22-000007</a>Annual Maintenance and repairs of street lights in ward no 07 Package Y -07 of Yelahanka Zone,ANVITHINFRA[phone removed],BR - 000035 / 29-Apr-2025CBR - / Rtgs - 001639 / 28-May-2025,425780,397306,28474
1584,530358,6,"006-22-000011</a>Construction of Culverts at Thanisandra Surrounding area in ward no. 06, Byatarayanapura Sub Division",023593 SURESH U[phone removed],BR - 000052 / 08-Jul-2022CBR - / Rtgs - 001640 / 28-May-2025,1210000,1151000,59000
1585,530338,6,006-22-000008</a>Construction of Culverts and Improvements to drain Bharathnagara cross road in Ward No.06 Byatarayanapura Sub Division,023593 SURESH U[phone removed],BR - 000053 / 08-Jul-2022CBR - / Rtgs - 001641 / 28-May-2025,997800,948000,49800
1586,527776,6,"006-22-000009</a>Construction of Culverts at Dasarahalli Surrounding area in ward no. 06, Byatarayanapura Sub Division",022712 PONNUSWAMYV[phone removed],BR - 000049 / 28-Jun-2022CBR - / Rtgs - 001642 / 28-May-2025,1313500,1185000,128500
1587,501470,11,011-20-000074</a>Construction of School building at Singapura in ward no 11,SRI VINAYAKA BUILDER[phone removed],BR - 000179 / 16-Feb-2022CBR - / Rtgs - 001643 / 28-May-2025,3934861,3715338,219523
1588,509929,11,011-20-000074</a>Construction of School building at Singapura in ward no 11,SRI VINAYAKA BUILDER[phone removed],BR - 000193 / 17-Mar-2022CBR - / Rtgs - 001644 / 28-May-2025,3280150,3132336,147814
1589,569286,47,"047-19-000077</a>Providing borewell water pipe lines at Sugar mandi, Roshan nagar, Modi Garden, Kaval byrasandra, Doddanna nagar, Khayum Garden and surroundingarea in Ward No.47 D.J.Halli",S D CONSTRUCTION[phone removed],BR - 000128 / 13-Feb-2023CBR - / Rtgs - 002546 / 28-May-2025,10996461,10516284,480177
